bg_id,2,3,4,5,6,8,10,12,14,16,18,21 and up
301880,0,0,0,0,0,0,4,9,0,0,0,0
17405,0,0,0,0,0,0,0,7,8,2,0,0
90419,0,0,0,0,0,8,19,9,0,0,0,0
163968,0,0,0,0,0,0,9,15,5,1,0,0
232043,0,0,1,1,4,18,20,2,0,0,0,0
156009,0,0,0,4,15,35,12,4,0,0,0,0
18,0,0,0,0,3,23,35,20,4,0,0,0
133473,0,1,5,17,76,40,3,0,0,0,0,0
34119,0,0,0,1,1,7,22,28,6,4,0,0
42052,0,0,0,0,0,0,3,16,21,1,1,0
27173,0,0,0,0,1,8,23,4,2,0,0,0
181530,0,0,0,0,0,4,11,10,9,0,0,0
97842,0,0,0,0,0,2,6,13,2,0,0,0
31730,0,0,0,0,1,2,14,16,7,2,0,6
192836,0,0,0,0,0,0,0,11,7,0,0,0
133038,0,0,0,1,1,9,35,20,6,1,0,0
128780,0,0,0,0,0,0,0,6,11,9,0,0
316377,0,0,0,0,2,5,7,3,0,0,0,0
6249,0,0,2,3,24,74,31,2,0,0,1,0
475,0,0,0,0,0,1,6,13,2,0,0,0
256952,0,0,14,45,54,2,0,0,0,0,0,0
183251,0,0,1,6,39,17,2,0,0,0,0,0
329082,1,0,0,0,0,0,1,6,0,0,0,0
151022,0,0,0,0,2,7,3,3,0,0,0,0
218603,0,0,0,0,3,24,22,8,0,0,0,0
91312,0,0,0,0,0,9,16,16,4,0,0,0
277085,0,0,0,0,1,16,1,0,0,0,0,0
22827,1,0,0,0,0,0,4,8,26,14,5,0
27746,0,0,0,0,0,2,13,7,2,1,0,0
141572,0,0,0,0,1,8,12,5,0,0,0,0
