bg_id,numplayers,best,recommended,not_recommended
174430,1,128,563,299
174430,2,310,722,78
174430,3,633,434,31
174430,4,403,503,146
174430,32767,6,45,722
161936,1,19,109,369
161936,2,131,384,89
161936,3,136,380,37
161936,4,429,171,18
161936,32767,8,6,388
224517,1,0,28,338
224517,2,64,423,70
224517,3,351,210,4
224517,4,310,210,25
224517,32767,1,4,279
167791,1,178,902,328
167791,2,388,1115,181
167791,3,1161,500,33
167791,4,674,797,135
167791,5,87,534,781
167791,32767,9,6,896
291457,1,64,229,57
291457,2,201,188,7
291457,3,149,186,19
291457,4,101,183,52
291457,32767,1,1,246
233078,1,0,4,279
233078,2,0,14,273
233078,3,11,176,129
233078,4,98,190,54
233078,5,70,231,35
233078,6,287,53,16
233078,32767,5,28,162
220308,1,40,231,75
220308,2,90,313,33
220308,3,268,147,6
220308,4,226,151,26
220308,32767,0,8,183
187645,1,2,15,355
187645,2,494,26,2
187645,3,2,66,315
187645,4,20,139,248
187645,32767,0,3,313
162886,1,297,641,73
162886,2,774,322,7
162886,3,351,557,63
162886,4,102,435,371
162886,32767,4,61,579
182028,1,6,11,353
182028,2,158,354,38
182028,3,392,148,13
182028,4,95,258,161
182028,32767,0,1,324
115746,1,1,22,192
115746,2,312,20,3
115746,3,10,52,171
115746,4,27,83,136
115746,32767,1,1,182
193738,1,3,49,370
193738,2,125,457,52
193738,3,467,163,8
193738,4,171,337,88
193738,32767,0,1,335
12333,1,11,33,540
12333,2,751,45,7
12333,32767,6,17,526
169786,1,54,458,271
169786,2,46,578,319
169786,3,268,615,79
169786,4,733,259,17
169786,5,314,483,103
169786,32767,43,202,394
316554,1,28,219,120
316554,2,24,293,99
316554,3,317,121,5
316554,4,247,145,28
316554,32767,0,2,196
84876,1,6,53,625
84876,2,833,341,35
84876,3,374,661,30
84876,4,219,528,279
84876,32767,0,5,563
167355,1,17,228,114
167355,2,26,253,85
167355,3,86,274,14
167355,4,246,159,5
167355,5,211,129,42
167355,32767,2,15,248
173346,1,8,53,697
173346,2,923,21,3
173346,32767,5,5,726
124361,1,1,8,271
124361,2,48,303,72
124361,3,167,253,5
124361,4,302,137,7
124361,5,70,237,72
124361,32767,0,6,185
28720,1,0,4,249
28720,2,54,198,126
28720,3,197,249,14
28720,4,361,105,6
28720,32767,0,0,212
120677,1,0,15,562
120677,2,29,357,369
120677,3,146,580,57
120677,4,676,164,4
120677,5,188,462,88
120677,32767,7,15,409
177736,1,95,230,35
177736,2,163,220,10
177736,3,189,144,16
177736,4,54,178,85
177736,32767,2,6,205
266192,1,70,506,185
266192,2,337,652,67
266192,3,675,349,10
266192,4,329,538,108
266192,5,29,334,467
266192,32767,1,13,560
205637,1,219,432,61
205637,2,550,179,7
205637,3,114,269,165
205637,4,6,57,35
205637,32767,0,1,90
183394,1,29,260,83
183394,2,98,324,49
183394,3,251,179,7
183394,4,312,125,11
183394,5,64,220,77
183394,6,14,177,162
183394,32767,0,1,251
237182,1,1,67,412
237182,2,13,201,343
237182,3,134,425,46
237182,4,560,94,8
237182,32767,40,138,239
164928,1,0,18,147
164928,2,35,191,45
164928,3,104,140,6
164928,4,177,65,14
164928,32767,10,30,104
199792,1,15,196,92
199792,2,148,287,29
199792,3,268,153,9
199792,4,91,229,73
199792,32767,1,9,244
266507,1,0,2,51
266507,2,11,42,17
266507,3,20,36,3
266507,4,43,14,6
266507,32767,1,0,36
96848,1,723,308,28
96848,2,554,435,26
96848,3,155,499,244
96848,4,31,162,650
96848,32767,4,13,688
312484,1,52,162,55
312484,2,114,236,18
312484,3,233,107,10
312484,4,93,161,54
312484,32767,1,0,161
246900,1,0,2,93
246900,2,7,84,34
246900,3,23,80,17
246900,4,89,34,3
246900,5,22,74,14
246900,6,69,35,11
246900,32767,1,4,64
175914,1,1,2,162
175914,2,26,158,46
175914,3,145,82,5
175914,4,134,76,5
175914,5,21,97,71
175914,32767,2,6,138
3076,1,5,11,814
3076,2,78,474,511
3076,3,349,879,62
3076,4,986,360,6
3076,5,370,702,146
3076,32767,6,23,638
102794,1,11,178,117
102794,2,66,265,55
102794,3,168,221,14
102794,4,256,142,8
102794,5,83,189,89
102794,6,19,105,206
102794,7,13,57,260
102794,32767,1,3,221
170216,1,1,3,476
170216,2,8,184,405
170216,3,103,512,43
170216,4,607,99,8
170216,32767,105,179,154
285774,1,301,147,23
285774,2,320,130,6
285774,3,49,234,82
285774,4,6,104,250
285774,32767,1,0,294
192135,1,75,106,7
192135,2,75,97,10
192135,3,92,74,8
192135,4,17,85,52
192135,32767,1,0,122
31260,1,76,785,395
31260,2,344,1033,177
31260,3,951,633,31
31260,4,1063,526,37
31260,5,313,783,304
31260,32767,9,22,712
251247,1,5,61,105
251247,2,27,139,67
251247,3,120,126,4
251247,4,179,57,9
251247,32767,3,3,85
276025,1,26,141,31
276025,2,53,158,12
276025,3,148,69,6
276025,4,37,107,55
276025,32767,1,1,113
247763,1,32,155,64
247763,2,259,104,9
247763,3,127,183,20
247763,4,24,108,180
247763,32767,0,0,154
221107,1,6,25,98
221107,2,40,90,24
221107,3,56,77,6
221107,4,82,55,11
221107,32767,0,4,106
205059,1,38,186,64
205059,2,78,205,28
205059,3,170,130,9
205059,4,197,88,24
205059,5,51,130,87
205059,32767,1,4,204
256960,1,9,123,66
256960,2,25,120,59
256960,3,92,117,9
256960,4,152,70,2
256960,5,30,106,44
256960,32767,0,1,111
284083,1,1,2,297
284083,2,14,156,195
284083,3,105,250,40
284083,4,328,84,3
284083,5,32,186,84
284083,32767,0,3,206
185343,1,22,111,35
185343,2,43,148,8
185343,3,141,62,3
185343,4,70,97,23
185343,32767,0,0,117
126163,1,0,13,279
126163,2,69,317,50
126163,3,140,273,9
126163,4,327,99,16
126163,32767,1,13,212
2651,1,0,10,691
2651,2,19,232,663
2651,3,112,720,159
2651,4,756,326,7
2651,5,711,308,27
2651,6,201,556,173
2651,32767,2,12,491
55690,1,79,143,23
55690,2,90,146,7
55690,3,39,156,34
55690,4,159,94,35
55690,32767,3,22,178
216132,1,12,129,59
216132,2,44,188,36
216132,3,121,135,3
216132,4,171,83,9
216132,32767,1,0,124
184267,1,9,95,57
184267,2,47,161,19
184267,3,153,62,6
184267,4,56,99,50
184267,32767,2,1,121
164153,1,10,60,187
164153,2,183,111,25
164153,3,77,181,34
164153,4,54,178,57
164153,5,221,64,35
164153,32767,2,8,190
209010,1,1,31,126
209010,2,53,101,29
209010,3,41,120,11
209010,4,143,47,5
209010,32767,2,1,108
35677,1,17,265,153
35677,2,216,377,44
35677,3,495,162,7
35677,4,112,310,154
35677,5,12,108,391
35677,32767,0,2,304
180263,1,370,142,12
180263,2,270,213,30
180263,3,48,180,209
180263,4,8,87,333
180263,32767,1,2,367
244521,1,1,21,241
244521,2,69,268,39
244521,3,148,210,3
244521,4,288,80,6
244521,32767,23,39,160
342942,1,35,136,38
342942,2,198,82,11
342942,3,102,129,22
342942,4,23,91,130
342942,32767,0,2,156
125153,1,6,98,47
125153,2,33,137,30
125153,3,103,95,4
125153,4,107,78,17
125153,32767,0,0,88
521,1,0,11,127
521,2,141,54,1
521,3,2,47,101
521,4,133,53,6
521,32767,0,2,129
161533,1,4,69,33
161533,2,33,109,14
161533,3,117,44,1
161533,4,41,92,20
161533,32767,0,0,66
230802,1,5,23,705
230802,2,606,402,35
230802,3,440,522,20
230802,4,267,606,92
230802,32767,3,11,589
72125,1,2,15,334
72125,2,32,266,177
72125,3,85,357,53
72125,4,428,116,8
72125,5,125,305,65
72125,6,266,168,56
72125,32767,11,40,205
25613,1,5,33,302
25613,2,169,359,47
25613,3,434,165,13
25613,4,123,260,178
25613,32767,2,3,291
266810,1,44,145,40
266810,2,228,71,5
266810,3,76,145,35
266810,4,14,78,158
266810,32767,0,0,157
191189,1,80,198,37
191189,2,292,79,3
191189,3,58,195,40
191189,4,28,181,84
191189,32767,0,2,187
124742,1,2,6,280
124742,2,365,21,2
124742,32767,2,8,271
28143,1,14,104,482
28143,2,728,291,34
28143,3,342,566,43
28143,4,417,440,74
28143,32767,16,97,413
314040,1,2,13,38
314040,2,19,37,10
314040,3,23,30,3
314040,4,28,23,7
314040,32767,0,0,51
201808,1,5,107,202
201808,2,53,324,54
201808,3,301,152,4
201808,4,192,198,33
201808,32767,1,5,225
159675,1,49,93,18
159675,2,145,29,3
159675,32767,2,3,96
121921,1,325,386,55
121921,2,277,449,23
121921,3,300,345,40
121921,4,149,385,113
121921,32767,1,21,417
229853,1,10,99,66
229853,2,35,161,38
229853,3,107,120,5
229853,4,141,73,14
229853,32767,1,0,112
157354,1,4,63,343
157354,2,388,247,59
157354,3,252,343,24
157354,4,182,312,118
157354,32767,5,14,316
171623,1,1,13,215
171623,2,56,290,42
171623,3,141,214,2
171623,4,233,113,12
171623,32767,1,4,163
68448,1,4,15,1319
68448,2,117,370,1120
68448,3,472,1146,197
68448,4,1160,734,40
68448,5,1009,812,56
68448,6,455,1116,162
68448,7,381,1037,288
68448,32767,30,101,885
200680,1,8,100,37
200680,2,47,106,12
200680,3,69,81,5
200680,4,90,50,7
200680,32767,3,12,78
110327,1,1,10,379
110327,2,73,374,133
110327,3,352,255,11
110327,4,400,196,13
110327,5,101,311,101
110327,32767,6,32,278
62219,1,2,6,259
62219,2,25,124,195
62219,3,75,242,57
62219,4,280,143,7
62219,5,110,211,56
62219,6,100,145,121
62219,32767,1,2,195
182874,1,3,23,246
182874,2,412,94,8
182874,3,121,282,40
182874,4,10,97,310
182874,32767,0,0,234
236457,1,17,177,81
236457,2,20,213,85
236457,3,112,192,14
236457,4,229,77,8
236457,5,61,173,31
236457,32767,4,4,131
122515,1,0,4,159
122515,2,63,201,45
122515,3,120,161,6
122515,4,200,92,5
122515,5,43,151,52
122515,6,17,114,98
122515,32767,0,1,130
264220,1,206,121,15
264220,2,202,123,12
264220,3,35,147,106
264220,4,6,53,227
264220,32767,0,3,244
324856,1,0,0,44
324856,2,3,22,27
324856,3,14,41,2
324856,4,42,18,0
324856,5,13,32,5
324856,32767,0,0,37
93,1,2,1,321
93,2,4,57,362
93,3,24,231,184
93,4,184,297,17
93,5,411,101,14
93,32767,4,4,224
18602,1,0,15,367
18602,2,152,355,115
18602,3,412,233,11
18602,4,291,308,30
18602,5,78,273,223
18602,32767,0,2,329
37111,1,1,18,611
37111,2,2,17,624
37111,3,17,169,554
37111,4,54,561,214
37111,5,786,168,4
37111,6,302,491,77
37111,32767,30,120,334
12493,1,1,0,274
12493,2,2,20,274
12493,3,18,152,182
12493,4,111,251,46
12493,5,58,261,58
12493,6,342,78,14
12493,32767,42,77,121
73439,1,5,48,196
73439,2,102,269,42
73439,3,284,122,3
73439,4,88,216,62
73439,32767,0,0,193
40834,1,1,1,185
40834,2,102,166,11
40834,3,189,90,3
40834,4,117,135,23
40834,5,7,66,135
40834,6,2,21,32
40834,32767,1,4,37
269385,1,116,118,23
269385,2,158,109,10
269385,3,74,157,22
269385,4,50,129,56
269385,5,8,53,148
269385,32767,1,0,181
170042,1,5,33,121
170042,2,48,151,37
170042,3,165,67,5
170042,4,73,122,26
170042,32767,0,6,129
172386,1,0,5,117
172386,2,9,115,59
172386,3,46,139,11
172386,4,160,38,6
172386,32767,0,0,101
146021,1,77,343,158
146021,2,155,437,61
146021,3,155,392,62
146021,4,520,151,17
146021,5,71,292,193
146021,6,58,231,252
146021,7,5,71,441
146021,8,10,68,454
146021,32767,2,4,431
203993,1,0,6,75
203993,2,30,93,28
203993,3,78,60,6
203993,4,88,50,5
203993,32767,0,3,60
205896,1,0,0,235
205896,2,1,9,231
205896,3,38,175,76
205896,4,195,119,9
205896,5,160,119,30
205896,32767,35,105,104
295947,1,22,72,14
295947,2,94,36,2
295947,3,70,45,3
295947,4,21,75,13
295947,32767,1,3,62
281259,1,18,71,22
281259,2,43,113,11
281259,3,98,54,3
281259,4,48,81,10
281259,32767,3,26,71
163412,1,2,23,338
163412,2,426,14,2
163412,32767,1,3,340
42,1,1,1,322
42,2,66,251,163
42,3,185,310,21
42,4,382,125,19
42,32767,1,5,252
144733,1,1,13,103
144733,2,46,134,21
144733,3,75,110,8
144733,4,145,53,2
144733,32767,1,0,100
225694,1,0,1,142
225694,2,0,2,142
225694,3,1,16,131
225694,4,116,78,4
225694,5,6,117,35
225694,6,158,39,2
225694,7,8,103,44
225694,8,47,93,22
225694,32767,0,29,91
284378,1,2,39,12
284378,2,5,48,9
284378,3,35,18,3
284378,4,24,26,4
284378,32767,0,0,28
102680,1,1,9,96
102680,2,61,147,24
102680,3,76,127,5
102680,4,128,67,9
102680,32767,1,0,78
155821,1,0,3,204
155821,2,78,144,53
155821,3,119,174,8
155821,4,187,94,8
155821,32767,4,18,138
178900,1,1,2,807
178900,2,13,143,714
178900,3,6,134,708
178900,4,307,581,112
178900,5,31,605,224
178900,6,834,170,11
178900,7,113,570,157
178900,8,580,296,60
178900,32767,126,361,243
132531,1,4,21,194
132531,2,48,213,50
132531,3,186,110,7
132531,4,168,108,8
132531,5,51,166,45
132531,32767,1,2,169
36218,1,5,29,1020
36218,2,628,851,86
36218,3,879,671,20
36218,4,548,832,145
36218,32767,21,186,804
233371,1,8,31,55
233371,2,16,87,15
233371,3,78,31,1
233371,4,42,55,15
233371,32767,1,0,72
172287,1,0,1,108
172287,2,18,108,43
172287,3,51,103,9
172287,4,124,39,9
172287,32767,9,19,61
218417,1,17,65,7
218417,2,70,29,0
218417,3,24,47,11
218417,4,18,44,15
218417,32767,0,0,43
263918,1,48,104,40
263918,2,87,116,15
263918,3,118,74,4
263918,4,128,60,4
263918,5,61,76,11
263918,6,47,69,18
263918,7,22,52,34
263918,8,18,52,36
263918,9,8,42,47
263918,10,7,39,51
263918,11,2,25,58
263918,12,2,24,56
263918,13,0,24,55
263918,14,0,22,54
263918,15,0,22,53
263918,16,0,21,51
263918,17,0,21,51
263918,18,0,20,51
263918,19,0,20,51
263918,20,0,20,51
263918,21,1,19,51
263918,22,0,18,51
263918,23,0,18,51
263918,24,0,18,51
263918,25,0,18,51
263918,26,0,18,52
263918,27,0,18,52
263918,28,0,18,52
263918,29,0,18,52
263918,30,0,19,51
263918,32767,1,19,55
30549,1,141,658,567
30549,2,355,1083,152
30549,3,544,963,41
30549,4,1129,435,53
30549,32767,22,151,795
198928,1,12,52,28
198928,2,34,77,1
198928,3,48,54,0
198928,4,58,36,0
198928,5,6,54,19
198928,32767,0,1,62
196340,1,0,2,83
196340,2,31,100,17
196340,3,108,37,1
196340,4,36,77,18
196340,32767,0,0,74
163068,1,2,6,58
163068,2,17,75,13
163068,3,38,60,3
163068,4,75,28,10
163068,32767,0,1,53
2511,1,83,141,27
2511,2,193,70,11
2511,3,77,140,13
2511,4,46,129,47
2511,5,16,72,116
2511,6,5,50,138
2511,7,6,23,156
2511,8,2,13,146
2511,32767,2,6,147
253344,1,15,83,29
253344,2,42,83,12
253344,3,97,38,2
253344,4,56,59,9
253344,5,8,38,61
253344,32767,0,3,78
175155,1,2,7,173
175155,2,120,109,21
175155,3,134,95,14
175155,4,74,90,68
175155,32767,0,0,145
127023,1,0,0,164
127023,2,8,84,128
127023,3,45,158,15
127023,4,147,80,3
127023,5,143,64,18
127023,32767,0,2,122
266524,1,8,99,39
266524,2,42,142,25
266524,3,136,67,0
266524,4,65,108,10
266524,5,9,62,75
266524,32767,0,1,96
175640,1,2,36,17
175640,2,6,58,6
175640,3,28,40,1
175640,4,51,15,1
175640,32767,0,0,40
262712,1,0,6,158
262712,2,177,87,5
262712,3,94,135,4
262712,4,26,120,62
262712,32767,1,9,135
255984,1,50,50,8
255984,2,77,34,3
255984,3,12,50,28
255984,4,9,35,47
255984,32767,0,1,74
317985,1,0,3,60
317985,2,23,82,13
317985,3,84,35,2
317985,4,40,49,16
317985,32767,0,0,55
233398,1,0,2,66
233398,2,5,61,38
233398,3,28,63,5
233398,4,81,20,4
233398,5,28,56,13
233398,32767,0,1,49
4098,1,0,15,78
4098,2,1,34,72
4098,3,28,79,28
4098,4,99,47,2
4098,5,63,71,7
4098,6,17,59,41
4098,32767,1,3,66
161970,1,1,9,188
161970,2,56,208,40
161970,3,142,156,3
161970,4,190,99,18
161970,32767,0,5,153
146652,1,44,123,27
146652,2,56,122,9
146652,3,112,66,4
146652,4,55,94,17
146652,5,12,66,76
146652,32767,2,2,101
147020,1,4,51,226
147020,2,373,20,2
147020,32767,19,120,141
118048,1,1,19,100
118048,2,147,6,0
118048,32767,1,0,109
103885,1,3,21,223
103885,2,299,34,0
103885,32767,40,180,68
34635,1,1,20,469
34635,2,165,457,136
34635,3,237,522,24
34635,4,590,211,29
34635,32767,4,14,371
271324,1,41,78,28
271324,2,33,106,18
271324,3,59,78,7
271324,4,79,57,4
271324,5,23,74,24
271324,32767,1,8,63
274364,1,0,2,70
274364,2,92,3,2
274364,32767,0,0,70
43015,1,0,3,140
43015,2,9,49,150
43015,3,77,130,27
43015,4,115,128,8
43015,5,144,79,15
43015,32767,1,2,106
14996,1,0,7,549
14996,2,34,461,262
14996,3,210,543,29
14996,4,622,186,4
14996,5,258,422,46
14996,32767,2,10,428
233867,1,33,102,36
233867,2,76,126,11
233867,3,95,94,3
233867,4,121,69,3
233867,5,73,85,10
233867,6,63,78,12
233867,7,30,81,29
233867,8,24,74,35
233867,9,16,62,45
233867,10,17,58,44
233867,11,11,47,54
233867,12,10,48,54
233867,13,4,43,58
233867,14,4,42,59
233867,15,4,41,60
233867,16,4,40,60
233867,17,3,39,60
233867,18,4,37,59
233867,19,4,36,58
233867,20,4,37,57
233867,21,3,37,58
233867,22,3,37,58
233867,23,4,36,59
233867,24,4,36,59
233867,25,3,36,60
233867,26,3,35,60
233867,27,3,35,60
233867,28,3,35,60
233867,29,3,35,60
233867,30,3,35,60
233867,32767,5,33,67
148949,1,0,3,183
148949,2,39,184,62
148949,3,103,158,5
148949,4,199,68,0
148949,5,49,152,35
148949,32767,0,1,132
77423,1,213,356,44
77423,2,464,157,7
77423,32767,81,243,123
244522,1,72,144,22
244522,2,183,77,4
244522,3,72,149,18
244522,4,31,124,74
244522,32767,0,10,135
287954,1,0,0,75
287954,2,65,47,5
287954,3,70,39,2
287954,4,37,55,15
287954,32767,0,0,68
104162,1,17,56,229
104162,2,48,189,97
104162,3,56,252,30
104162,4,152,189,15
104162,5,266,79,11
104162,32767,4,6,189
43111,1,1,4,232
43111,2,0,5,243
43111,3,15,164,131
43111,4,371,28,3
43111,32767,17,26,130
9609,1,1,12,145
9609,2,287,29,5
9609,3,4,60,140
9609,4,14,95,101
9609,32767,0,2,145
254640,1,0,0,166
254640,2,0,0,166
254640,3,5,42,132
254640,4,14,125,50
254640,5,71,122,1
254640,6,154,43,0
254640,7,147,40,3
254640,32767,33,73,42
220877,1,0,8,79
220877,2,36,89,17
220877,3,46,83,7
220877,4,75,47,4
220877,32767,0,0,77
217372,1,0,4,147
217372,2,124,95,10
217372,3,80,124,4
217372,4,154,60,8
217372,32767,1,2,117
82222,1,6,24,89
82222,2,5,62,67
82222,3,108,66,6
82222,4,62,85,21
82222,5,17,44,88
82222,32767,2,4,94
256916,1,0,3,25
256916,2,11,27,7
256916,3,20,23,5
256916,4,41,7,1
256916,5,7,20,12
256916,6,7,24,8
256916,32767,0,0,26
283948,1,1,5,33
283948,2,10,52,8
283948,3,51,19,0
283948,4,23,41,4
283948,32767,0,1,35
54043,1,0,3,292
54043,2,356,20,1
54043,32767,7,17,263
231733,1,16,61,14
231733,2,67,43,5
231733,3,43,48,3
231733,4,12,55,20
231733,32767,0,10,49
150376,1,1,23,385
150376,2,11,135,310
150376,3,77,414,30
150376,4,437,148,3
150376,5,192,254,67
150376,32767,5,25,283
10630,1,5,44,161
10630,2,280,22,1
10630,3,20,68,110
10630,4,3,17,33
10630,5,1,2,46
10630,6,0,11,39
10630,7,0,2,45
10630,8,2,9,36
10630,32767,0,1,45
128882,1,2,0,277
128882,2,1,0,277
128882,3,1,0,278
128882,4,2,0,279
128882,5,28,203,123
128882,6,68,252,39
128882,7,266,101,6
128882,8,247,111,7
128882,9,109,193,28
128882,10,106,187,37
128882,32767,1,18,187
17133,1,0,2,122
17133,2,6,60,102
17133,3,18,110,47
17133,4,85,92,13
17133,5,132,59,1
17133,6,78,71,23
17133,32767,3,3,82
282524,1,11,71,23
282524,2,42,69,3
282524,3,83,34,0
282524,4,34,63,3
282524,5,6,47,37
282524,32767,0,0,71
463,1,1,13,378
463,2,429,80,3
463,32767,114,247,101
308765,1,5,43,25
308765,2,17,78,8
308765,3,73,23,4
308765,4,13,50,24
308765,32767,0,1,49
296151,1,11,69,9
296151,2,21,69,11
296151,3,66,22,3
296151,4,18,46,22
296151,32767,0,0,52
155426,1,2,44,144
155426,2,45,151,70
155426,3,122,146,2
155426,4,189,83,6
155426,32767,2,3,131
265188,1,1,9,53
265188,2,24,66,11
265188,3,77,20,0
265188,4,22,56,10
265188,32767,0,0,54
39463,1,0,1,431
39463,2,2,8,443
39463,3,9,174,315
39463,4,157,370,16
39463,5,479,108,2
39463,32767,153,196,93
70149,1,9,66,45
70149,2,44,90,28
70149,3,119,43,3
70149,4,23,85,34
70149,32767,0,0,80
221194,1,5,49,28
221194,2,21,90,13
221194,3,70,47,1
221194,4,55,43,9
221194,32767,1,8,55
103343,1,3,1,567
103343,2,1,6,577
103343,3,31,195,489
103343,4,41,371,320
103343,5,83,506,153
103343,6,789,77,13
103343,32767,21,18,330
188920,1,300,76,8
188920,2,112,201,21
188920,3,38,168,100
188920,4,8,57,228
188920,5,2,15,276
188920,6,3,8,284
188920,32767,1,4,274
279537,1,16,41,7
279537,2,41,32,1
279537,3,33,32,1
279537,4,11,51,3
279537,32767,1,0,42
199561,1,14,123,109
199561,2,173,145,14
199561,3,118,182,5
199561,4,98,187,27
199561,32767,5,19,149
25021,1,0,5,42
25021,2,58,0,1
25021,32767,0,1,43
14105,1,2,39,68
14105,2,135,10,1
14105,32767,4,22,58
123260,1,9,107,88
123260,2,92,186,15
123260,3,173,93,3
123260,4,82,140,36
123260,32767,0,2,140
31627,1,0,2,127
31627,2,74,112,6
31627,3,147,30,0
31627,32767,0,5,101
195421,1,0,9,54
195421,2,23,66,7
195421,3,62,28,0
195421,4,25,56,8
195421,32767,0,1,48
189932,1,0,4,81
189932,2,21,74,16
189932,3,39,72,5
189932,4,78,35,5
189932,32767,0,0,71
283155,1,38,75,12
283155,2,107,56,3
283155,3,42,88,9
283155,4,21,78,41
283155,32767,1,0,61
104006,1,0,3,151
104006,2,34,185,37
104006,3,90,151,2
104006,4,190,64,5
104006,32767,1,9,112
171131,1,0,0,244
171131,2,9,51,209
171131,3,0,16,241
171131,4,11,109,136
171131,5,0,53,199
171131,6,102,173,18
171131,7,7,135,110
171131,8,281,33,4
171131,32767,0,5,187
21050,1,4,41,64
21050,2,127,10,1
21050,32767,3,1,87
126042,1,6,92,55
126042,2,24,123,43
126042,3,131,73,3
126042,4,102,90,10
126042,5,22,72,87
126042,32767,0,4,87
182631,1,1,6,26
182631,2,44,0,1
182631,32767,4,16,13
245638,1,0,7,63
245638,2,38,89,18
245638,3,77,50,3
245638,4,39,64,18
245638,32767,0,1,62
249259,1,0,1,68
249259,2,87,20,0
249259,3,0,1,66
249259,4,41,37,13
249259,32767,0,0,52
223321,1,19,61,71
223321,2,86,70,14
223321,3,66,92,5
223321,4,27,83,39
223321,5,14,33,91
223321,32767,1,6,99
91,1,0,29,43
91,2,84,8,0
91,32767,4,4,56
224037,1,0,1,160
224037,2,200,20,1
224037,32767,2,41,119
239188,1,64,146,31
239188,2,187,71,8
239188,3,56,135,37
239188,4,19,76,128
239188,32767,3,29,165
148228,1,1,12,541
148228,2,294,482,66
148228,3,460,345,15
148228,4,292,439,69
148228,32767,2,23,428
188,1,1,26,144
188,2,218,11,0
188,32767,2,24,144
268864,1,4,30,57
268864,2,99,4,1
268864,32767,4,0,71
12,1,0,0,227
12,2,12,143,152
12,3,235,156,8
12,4,235,153,3
12,5,77,229,48
12,32767,1,1,177
242302,1,1,5,81
242302,2,22,99,20
242302,3,78,56,0
242302,4,69,52,10
242302,5,13,57,40
242302,32767,0,1,71
146886,1,4,63,37
146886,2,29,108,16
146886,3,68,55,3
146886,4,63,54,10
146886,32767,0,0,70
215,1,0,1,200
215,2,0,2,199
215,3,1,8,197
215,4,266,18,1
215,32767,1,5,192
822,1,6,61,1338
822,2,1168,793,106
822,3,953,983,37
822,4,602,1136,151
822,5,165,904,632
822,32767,29,220,1110
146508,1,2,40,192
146508,2,26,118,127
146508,3,36,195,18
146508,4,262,46,5
146508,32767,4,12,152
9209,1,1,7,631
9209,2,76,510,226
9209,3,249,550,43
9209,4,644,234,14
9209,5,297,445,55
9209,32767,6,20,469
209418,1,0,1,55
209418,2,52,27,2
209418,3,42,32,2
209418,4,16,41,12
209418,32767,0,9,41
54998,1,0,1,218
54998,2,31,119,160
54998,3,31,203,80
54998,4,195,142,7
54998,5,241,77,14
54998,32767,2,4,143
306735,1,120,5,0
306735,32767,9,22,81
129437,1,45,199,68
129437,2,112,223,25
129437,3,238,126,7
129437,4,106,182,45
129437,5,21,104,184
129437,32767,0,13,212
176189,1,20,96,37
176189,2,56,86,19
176189,3,110,48,5
176189,4,27,91,33
176189,5,12,78,57
176189,6,66,60,35
176189,32767,3,16,93
109276,1,0,5,54
109276,2,19,65,14
109276,3,58,46,1
109276,4,63,40,3
109276,32767,0,0,49
7854,1,1,1,44
7854,2,64,2,1
7854,32767,1,2,41
194655,1,0,2,314
194655,2,398,44,3
194655,3,37,164,145
194655,4,24,123,162
194655,32767,1,3,263
188834,1,0,0,222
188834,2,0,0,222
188834,3,0,0,223
188834,4,0,2,221
188834,5,6,100,142
188834,6,25,156,63
188834,7,117,142,12
188834,8,180,83,8
188834,9,108,134,16
188834,10,138,100,21
188834,32767,7,12,158
283355,1,1,0,131
283355,2,2,4,126
283355,3,1,18,112
283355,4,8,51,74
283355,5,13,98,21
283355,6,131,12,3
283355,32767,4,10,73
169426,1,27,105,29
169426,2,47,125,6
169426,3,92,66,7
169426,4,41,90,24
169426,32767,1,6,88
232832,1,0,3,59
232832,2,15,72,8
232832,3,54,32,2
232832,4,42,42,7
232832,5,6,52,17
232832,32767,0,2,46
156129,1,0,0,171
156129,2,0,0,172
156129,3,0,0,173
156129,4,4,49,137
156129,5,25,112,55
156129,6,104,87,3
156129,7,129,64,0
156129,8,130,56,3
156129,9,53,96,16
156129,10,32,98,29
156129,11,15,83,58
156129,12,14,76,66
156129,32767,1,12,115
9216,1,0,1,137
9216,2,61,118,60
9216,3,66,164,8
9216,4,192,57,6
9216,32767,1,1,115
555,1,0,0,153
555,2,1,27,163
555,3,10,109,89
555,4,80,143,17
555,5,186,50,4
555,32767,0,0,117
318977,1,46,113,17
318977,2,161,27,13
318977,3,16,101,57
318977,4,4,34,125
318977,32767,0,7,137
192291,1,0,2,172
192291,2,6,110,90
192291,3,33,146,17
192291,4,137,65,0
192291,5,132,64,2
192291,6,76,107,4
192291,7,20,126,24
192291,8,19,113,37
192291,32767,0,3,126
158600,1,0,0,91
158600,2,109,2,2
158600,32767,1,1,85
155068,1,2,6,99
155068,2,10,81,46
155068,3,29,98,15
155068,4,141,21,2
155068,32767,0,2,68
271055,1,8,54,10
271055,2,17,63,7
271055,3,58,33,0
271055,4,36,54,2
271055,5,9,44,21
271055,32767,0,3,48
199478,1,5,57,124
199478,2,13,148,56
199478,3,66,169,1
199478,4,210,30,1
199478,32767,24,27,91
198994,1,0,24,72
198994,2,150,15,2
198994,3,11,74,31
198994,4,13,73,36
198994,32767,1,4,70
293014,1,0,10,66
293014,2,26,76,24
293014,3,105,33,2
293014,4,31,77,4
293014,5,13,50,21
293014,32767,0,0,54
31481,1,1,21,230
31481,2,28,254,79
31481,3,102,269,2
31481,4,346,48,2
